,log_id,problem_id,user_id,is_correct,attempts,score_x,submit_time,concept_id,title,content,option,answer,score_y,type,typetext,location,context_id,exercise_id,language
422,20319134_738123,Pm_738123,U_20319134,0,1,0.0,2020-05-18 00:33:43,K_BSP模型_计算机科学与技术,第四讲 分布式编程模型的设计与演化--QUIZ,下面哪个阶段在BSP模型中可以独立并发执行的？（  ）,"{'A': '数据分片阶段', 'B': '本地计算阶段', 'C': '全局通信阶段', 'D': '栅栏同步阶段'}","[""B""]",1.0,1.0,单选题,4.8,"[585161, 585162, 585164, 585165]",Ex_585167,Chinese
423,20319134_738124,Pm_738124,U_20319134,1,1,1.0,2020-05-18 00:33:46,K_BSP模型_计算机科学与技术,第四讲 分布式编程模型的设计与演化--QUIZ,下面哪些是BSP模型的缺点？（  ）,"{'A': '栅栏同步开销比较大', 'B': '可能产生死锁', 'C': '没有解决负载均衡问题', 'D': '被计算的数据可以保存在内存里'}","[""A""]",1.0,1.0,单选题,4.8,"[585161, 585162, 585164, 585165]",Ex_585167,Chinese
425,20319134_738126,Pm_738126,U_20319134,0,1,0.0,2020-05-18 00:33:50,K_外部变量_计算机科学与技术,第四讲 分布式编程模型的设计与演化--QUIZ,下面哪些是函数式编程语言有特点？（  ）,"{'A': '每个函数都有输出', 'B': '函数可以改变外部变量的状态', 'C': '函数的输出结果不依赖于外部变量', 'D': '函数的输入参数可能是另外一个函数'}","[""A"", ""C"", ""D""]",2.0,2.0,多选题,4.8,"[585161, 585162, 585164, 585165]",Ex_585167,Chinese
426,20319134_738126,Pm_738126,U_20319134,0,1,0.0,2020-05-18 00:33:50,K_外部变量_计算机科学与技术,第四讲 分布式编程模型的设计与演化--QUIZ,下面哪些是函数式编程语言有特点？（  ）,"{'A': '每个函数都有输出', 'B': '函数可以改变外部变量的状态', 'C': '函数的输出结果不依赖于外部变量', 'D': '函数的输入参数可能是另外一个函数'}","[""A"", ""C"", ""D""]",2.0,2.0,多选题,4.8,"[585161, 585162, 585164, 585165]",Ex_585167,Chinese
427,20319134_738126,Pm_738126,U_20319134,0,1,0.0,2020-05-18 00:33:50,K_函数式编程_计算机科学与技术,第四讲 分布式编程模型的设计与演化--QUIZ,下面哪些是函数式编程语言有特点？（  ）,"{'A': '每个函数都有输出', 'B': '函数可以改变外部变量的状态', 'C': '函数的输出结果不依赖于外部变量', 'D': '函数的输入参数可能是另外一个函数'}","[""A"", ""C"", ""D""]",2.0,2.0,多选题,4.8,"[585161, 585162, 585164, 585165]",Ex_585167,Chinese
437,20319134_738136,Pm_738136,U_20319134,1,1,1.0,2020-05-18 00:35:57,K_调度方式_计算机科学与技术,第六讲 全局数据管理与调度--QUIZ,分布式计算过程中，以下哪种计算调度方式代价更小？(  ),"{'A': '将计算发送到数据所在机器运行', 'B': '将数据拷贝到计算所在机器运行', 'C': '将数据和计算拿到统一的节点上运行', 'D': '以上都不对'}","[""A""]",1.0,1.0,单选题,7.10,"[585180, 585181, 585182, 585183, 585184, 585185, 585186]",Ex_585187,Chinese
438,20319134_738136,Pm_738136,U_20319134,1,1,1.0,2020-05-18 00:35:57,K_机器运行_计算机科学与技术,第六讲 全局数据管理与调度--QUIZ,分布式计算过程中，以下哪种计算调度方式代价更小？(  ),"{'A': '将计算发送到数据所在机器运行', 'B': '将数据拷贝到计算所在机器运行', 'C': '将数据和计算拿到统一的节点上运行', 'D': '以上都不对'}","[""A""]",1.0,1.0,单选题,7.10,"[585180, 585181, 585182, 585183, 585184, 585185, 585186]",Ex_585187,Chinese
439,20319134_738136,Pm_738136,U_20319134,1,1,1.0,2020-05-18 00:35:57,K_机器运行_计算机科学与技术,第六讲 全局数据管理与调度--QUIZ,分布式计算过程中，以下哪种计算调度方式代价更小？(  ),"{'A': '将计算发送到数据所在机器运行', 'B': '将数据拷贝到计算所在机器运行', 'C': '将数据和计算拿到统一的节点上运行', 'D': '以上都不对'}","[""A""]",1.0,1.0,单选题,7.10,"[585180, 585181, 585182, 585183, 585184, 585185, 585186]",Ex_585187,Chinese
442,20319134_738139,Pm_738139,U_20319134,0,1,0.0,2020-05-18 00:36:07,K_对流_计算机科学与技术,第七讲 流式计算的系统设计与实现--QUIZ,下面对流式描述正确的是（  ）,"{'A': '它是一种有状态计算，failover必须将数据从最源头重发。', 'B': '数据必须是有序进入，才能保证数据的正确性。', 'C': 'temporal SQL是适合流式计算的SQL语言。', 'D': '流式计算无法支持delete和update语义。'}","[""C""]",1.0,1.0,单选题,9.9,"[585189, 585191, 585192, 585195]",Ex_585198,Chinese
444,20319134_738141,Pm_738141,U_20319134,0,1,0.0,2020-05-18 00:36:13,K_宕机_计算机科学与技术,第七讲 流式计算的系统设计与实现--QUIZ,下面对系统雪崩准确的描述有（  ）,"{'A': '系统雪崩是由于oom，引起系统级联的宕机现象。', 'B': '系统雪崩是由于系统设计问题，由软硬件以及流量异常引发的由细微问题引发更大面积故障，直至系统当机的现象。', 'C': '系统雪崩一般不会因为硬件引发。而是由于流量激增，系统容量设计不足，造成后台系统，包括数据库系统的不正常工作。', 'D': '系统雪崩最初原因与触发宕机的故障可以相关，也有可能无关。'}","[""B"", ""D""]",2.0,2.0,多选题,9.9,"[585189, 585191, 585192, 585195]",Ex_585198,Chinese
445,20319134_738142,Pm_738142,U_20319134,0,1,0.0,2020-05-18 00:36:16,K_系统维护_计算机科学与技术,第七讲 流式计算的系统设计与实现--QUIZ,对于spark streaming不正确的描述有（  ）,"{'A': 'spark streaming的ack机制由一组分布式的系统维护，所以它是scale-out的。', 'B': 'spark streaming使用mini-batch的机制，dstream由多个rdd组成。', 'C': 'spark streaming支持滑动窗口，固定窗口和session窗口。', 'D': 'spark streaming是将流式计算切割成批量计算。但同时，批量计算也可以当作流式计算运行。'}","[""A"", ""C""]",2.0,2.0,多选题,9.9,"[585189, 585191, 585192, 585195]",Ex_585198,Chinese
446,20319134_738142,Pm_738142,U_20319134,0,1,0.0,2020-05-18 00:36:16,K_滑动窗口_计算机科学与技术,第七讲 流式计算的系统设计与实现--QUIZ,对于spark streaming不正确的描述有（  ）,"{'A': 'spark streaming的ack机制由一组分布式的系统维护，所以它是scale-out的。', 'B': 'spark streaming使用mini-batch的机制，dstream由多个rdd组成。', 'C': 'spark streaming支持滑动窗口，固定窗口和session窗口。', 'D': 'spark streaming是将流式计算切割成批量计算。但同时，批量计算也可以当作流式计算运行。'}","[""A"", ""C""]",2.0,2.0,多选题,9.9,"[585189, 585191, 585192, 585195]",Ex_585198,Chinese
451,20319134_738147,Pm_738147,U_20319134,1,1,1.0,2020-05-18 00:36:36,K_监督学习_计算机科学与技术,第九讲 大规模数据的分布式机器学习平台--QUIZ,逻辑回归属于下列那一类机器学习算法：（  ）,"{'A': 'Supervised Learning 监督学习', 'B': 'Unsupervised Learning无监督学习', 'C': 'Reinforcement Learning 加强学习', 'D': '以上都不是'}","[""A""]",1.0,1.0,单选题,11.3,[585205],Ex_585206,Chinese
456,20319134_738152,Pm_738152,U_20319134,1,1,1.0,2020-05-18 00:36:51,K_CAP理论_计算机科学与技术,第九讲 大规模数据的分布式机器学习平台--QUIZ,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",1.0,1.0,单选题,11.3,[585205],Ex_585206,Chinese
457,20319134_738152,Pm_738152,U_20319134,1,1,1.0,2020-05-18 00:36:51,K_随机处理_计算机科学与技术,第九讲 大规模数据的分布式机器学习平台--QUIZ,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",1.0,1.0,单选题,11.3,[585205],Ex_585206,Chinese
458,20319134_738152,Pm_738152,U_20319134,1,1,1.0,2020-05-18 00:36:51,K_批处理_计算机科学与技术,第九讲 大规模数据的分布式机器学习平台--QUIZ,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",1.0,1.0,单选题,11.3,[585205],Ex_585206,Chinese
459,20319134_738152,Pm_738152,U_20319134,1,1,1.0,2020-05-18 00:36:51,K_隔离性_计算机科学与技术,第九讲 大规模数据的分布式机器学习平台--QUIZ,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",1.0,1.0,单选题,11.3,[585205],Ex_585206,Chinese
460,20319134_738152,Pm_738152,U_20319134,1,1,1.0,2020-05-18 00:36:51,K_分布式系统设计_计算机科学与技术,第九讲 大规模数据的分布式机器学习平台--QUIZ,CAP理论是分布式系统设计领域著名的理论总结，认为CAP三者同时只能满足其二，其中CAP指的是：（ ）,"{'A': '一致性、可用性、分区容忍性', 'B': '原子性、隔离性、持久性', 'C': '易用性、可用性、一致性', 'D': '随机处理、批处理、流式处理'}","[""A""]",1.0,1.0,单选题,11.3,[585205],Ex_585206,Chinese
465,20319134_738157,Pm_738157,U_20319134,0,1,0.0,2020-05-18 00:37:04,K_卷_计算机科学与技术,第九讲 大规模数据的分布式机器学习平台--QUIZ,常见的深度学习模型包括：（  ）,"{'A': '卷机神经元网络 CNN', 'B': '深度置信模型 DBN', 'C': '递归神经元网络 RNN', 'D': 'K最近邻居模型 KNN'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,11.3,[585205],Ex_585206,Chinese
466,20319134_738157,Pm_738157,U_20319134,0,1,0.0,2020-05-18 00:37:04,K_近邻_计算机科学与技术,第九讲 大规模数据的分布式机器学习平台--QUIZ,常见的深度学习模型包括：（  ）,"{'A': '卷机神经元网络 CNN', 'B': '深度置信模型 DBN', 'C': '递归神经元网络 RNN', 'D': 'K最近邻居模型 KNN'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,11.3,[585205],Ex_585206,Chinese
471,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_数据传输率_计算机科学与技术,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
472,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_OSI模型_计算机科学与技术,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
473,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_OSI模型_计算机科学与技术,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
474,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_OSI模型_计算机科学与技术,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
475,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_OSI模型_计算机科学与技术,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
476,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_交换机_信息与通信工程,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
477,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_交换机_信息与通信工程,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
478,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_交换机_信息与通信工程,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
479,2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58,K_交换机_信息与通信工程,局域网组建-作业,集线器与交换机在组建局域网上有什么不同？（）,"{'A': '集线器，处于OSI模型的第一层--物理层；交换机处于OSI模型的第二层--数据链路层', 'B': 'HUB相比于交换机，它的数据传输率有限', 'C': '交换机的数据传输性能比HUB要高的多', 'D': '交换机，处于OSI模型的第一层--物理层；集线器处于OSI模型的第二层--数据链路层'}","[""A"", ""B"", ""C""]",2.0,2.0,多选题,8.3.1,[983146],Ex_996975,Chinese
483,2427702_1209645,Pm_1209645,U_2427702,1,1,1.0,2020-08-30 08:05:18,K_数据帧_计算机科学与技术,计算机网络的体系结构-作业,网络层的数据传输单元是（  ）,"{'A': '数据帧', 'B': '比特流', 'C': '数据段', 'D': '数据包'}","[""D""]",1.0,1.0,单选题,8.1.1,[983147],Ex_996977,Chinese
